pro_img,brand_name,pro_desc,link,price
https://bikes.merlincycles.com/thumb.php?s=150&f=https%3a%2f%2fmerlincycles-img.s3-eu-west-1.amazonaws.com%2fproductImage_470_470_ffffff_image-jpeg%2f8773_rock_shox_reverb_hose_barb_for_remote_end.jpg,RockShox,Reverb Hose Barb - For Remote End,https://bikes.merlincycles.com/search?p=R&srid=S4-2LON2P&lbc=merlincycles&w=rock%20shox&url=https%3a%2f%2fwww.merlincycles.com%2frockshox-reverb-hose-barb-for-remote-end-58227.html&lgsku=R5022030&rk=19&uid=871428628&sid=2&ts=custom&SLIPid=1555787142951&rsc=-mJksTjta7OHAdLV&method=and&isort=score&view=grid,6.95
https://bikes.merlincycles.com/thumb.php?s=150&f=https%3a%2f%2fmerlincycles-img.s3-eu-west-1.amazonaws.com%2fproductImage_470_470_ffffff_image-jpeg%2f52712_rockshox_pike_rct3_dual_position_air_forks_29_.jpg,Rockshox,"Pike RCT3 Dual Position Air Forks - 29""",https://bikes.merlincycles.com/search?p=R&srid=S4-2LON2P&lbc=merlincycles&w=rock%20shox&url=https%3a%2f%2fwww.merlincycles.com%2frockshox-pike-rct3-dual-position-air-forks-29-140807.html&lgsku=00.4019.231&rk=20&uid=871428628&sid=2&ts=custom&SLIPid=1555787142951&rsc=mV6lZZ3gMJN2R1z%3a&method=and&isort=score&view=grid,549.00
https://bikes.merlincycles.com/thumb.php?s=150&f=https%3a%2f%2fmerlincycles-img.s3-eu-west-1.amazonaws.com%2fproductImage_470_470_ffffff_image-jpeg%2f12728_rockshox_pike_rct3_forks_29er_2014.jpg,Rockshox,"Pike RCT3 Solo Air Forks - 29""",https://bikes.merlincycles.com/search?p=R&srid=S4-2LON2P&lbc=merlincycles&w=rock%20shox&url=https%3a%2f%2fwww.merlincycles.com%2frockshox-pike-rct3-solo-air-forks-29-65871.html&lgsku=RS-PIKERCT3-29-2015&rk=21&uid=871428628&sid=2&ts=custom&SLIPid=1555787142951&rsc=jwIFUshFC3DTS2Bs&method=and&isort=score&view=grid,499.00
https://bikes.merlincycles.com/thumb.php?s=150&f=https%3a%2f%2fmerlincycles-img.s3-eu-west-1.amazonaws.com%2fproductImage_470_470_ffffff_image-jpeg%2f21577_rockshox_pike_rct3_dual_position_forks_27_5_.jpg,Rockshox,"Pike RCT3 Dual Position Forks - 27.5""",https://bikes.merlincycles.com/search?p=R&srid=S4-2LON2P&lbc=merlincycles&w=rock%20shox&url=https%3a%2f%2fwww.merlincycles.com%2frockshox-pike-rct3-dual-position-forks-275-67870.html&lgsku=RSPIKE275RCT3DP&rk=22&uid=871428628&sid=2&ts=custom&SLIPid=1555787142951&rsc=tbP4BzzkyNcnTYtW&method=and&isort=score&view=grid,499.00
https://bikes.merlincycles.com/thumb.php?s=150&f=https%3a%2f%2fmerlincycles-img.s3-eu-west-1.amazonaws.com%2fproductImage_470_470_ffffff_image-jpeg%2f38207_merlin_malt_mountain_bike_frame_forks_2018.jpg,Merlin,MALT+ Mountain Bike Frame & Rockshox Revelation Forks – 2018,https://bikes.merlincycles.com/search?p=R&srid=S4-2LON2P&lbc=merlincycles&w=rock%20shox&url=https%3a%2f%2fwww.merlincycles.com%2fmerlin-malt-mountain-bike-frame-rockshox-revelation-forks-2018-115006.html&lgsku=MLT275-FRM&rk=23&uid=871428628&sid=2&ts=custom&SLIPid=1555787142951&rsc=nnAYX-ZApyiLW8uw&method=and&isort=score&view=grid,399.95
https://bikes.merlincycles.com/thumb.php?s=150&f=https%3a%2f%2fmerlincycles-img.s3-eu-west-1.amazonaws.com%2fproductImage_470_470_ffffff_image-jpeg%2f21571_rockshox_pike_rct3_solo_air_forks_26_2016.jpg,Rockshox,"Pike RCT3 - Solo Air - Forks - 26"" - 2016",https://bikes.merlincycles.com/search?p=R&srid=S4-2LON2P&lbc=merlincycles&w=rock%20shox&url=https%3a%2f%2fwww.merlincycles.com%2frockshox-pike-rct3-solo-air-forks-26-2016-86764.html&lgsku=RS-PIKE-RCT3-26-2016&rk=24&uid=871428628&sid=2&ts=custom&SLIPid=1555787142951&rsc=5R1nFw1Qh6iXJjVH&method=and&isort=score&view=grid,499.00
https://bikes.merlincycles.com/thumb.php?s=150&f=https%3a%2f%2fmerlincycles-img.s3-eu-west-1.amazonaws.com%2fproductImage_470_470_ffffff_image-jpeg%2f51136_dt_swiss_xr1501_spline_boost_25_predictive_steering_mtb_wheelset.jpg,DT,Swiss XR1501 Spline Boost 25 Predictive Steering MTB Wheelset,https://bikes.merlincycles.com/search?p=R&srid=S4-2LON2P&lbc=merlincycles&w=rock%20shox&url=https%3a%2f%2fwww.merlincycles.com%2fdt-swiss-xr1501-spline-boost-25-predictive-steering-mtb-wheelset-136865.html&lgsku=524&rk=25&uid=871428628&sid=2&ts=custom&SLIPid=1555787142951&rsc=5jFq59PlBdjNRaTr&method=and&isort=score&view=grid,539.00
https://bikes.merlincycles.com/thumb.php?s=150&f=https%3a%2f%2fmerlincycles-img.s3-eu-west-1.amazonaws.com%2fproductImage_470_470_ffffff_image-jpeg%2f20593_rockshox_reverb_high_performance_hydraulic_fluid.jpg,Rockshox,Reverb High Performance Hydraulic Fluid,https://bikes.merlincycles.com/search?p=R&srid=S4-2LON2P&lbc=merlincycles&w=rock%20shox&url=https%3a%2f%2fwww.merlincycles.com%2frockshox-reverb-high-performance-hydraulic-fluid-84424.html&lgsku=PS4315021&rk=26&uid=871428628&sid=2&ts=custom&SLIPid=1555787142951&rsc=jtmC2gHTQBqCk0e7&method=and&isort=score&view=grid,3.60
https://cdn.bike24.net/media/outlet-product-xs/i/p/9/8/114889_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,Rock Shox Reverb Stealth Barb Connector - 00.6815.066.030,https://www.bike24.com/p2114889.html?q=rock+shox," €3,90"
https://cdn.bike24.net/media/outlet-product-xs/i/p/2/2/129222_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,RockShox Fork Oil 120ml 5 WT,https://www.bike24.com/p2129222.html?q=rock+shox," €3,99"
